,id,address_v4,asn_v4,prefix_v4,address_v6,asn_v6,prefix_v6,country,status,is_public,latitude,longitude,description,Seconds_disconnected,Days_disconnected
842,12712,185.66.195.95,201701,185.66.195.0/24,2a03:2260:2342:100:a2f3:c1ff:fec4:3ff8,201701,2a03:2260:2000::/3,de,Connected,Yes,51.6885,8.7375,FF-V-Probe,0,0
843,12716,212.89.129.164,9188,212.89.128.0/19,-,-,-,de,Connected,Yes,49.2405,6.9975,INFOSERVE,0,0
844,12724,193.149.48.133,5539,193.149.32.0/19,2001:608:4:0:a2f3:c1ff:fec4:5aaf,5539,2001:608::/32,de,Connected,Yes,48.1395,11.5785,SpaceNet customer link,0,0
846,12935,77.185.3.22,6805,77.176.0.0/12,2a01:c22:cdf5:4b00:a2f3:c1ff:fec4:5e86,6805,2a01:c00::/26,de,Connected,Yes,50.0695,8.8385,-,0,0
848,12944,212.77.164.140,12611,212.77.160.0/19,-,-,-,de,Connected,Yes,49.0095,12.0995,"Alfons-Auer-8e, Regensburg",0,0
851,13002,87.123.160.63,8881,87.123.160.0/20,2001:16b8:2d7:7a00:a2f3:c1ff:fec4:4421,8881,2001:16b8:200::/40,de,Connected,Yes,52.0185,7.6675,Home probe :-),0,0
854,13049,94.134.61.130,8881,94.134.0.0/18,2001:9e8:201:9e01:a2f3:c1ff:fec4:4d34,8881,2001:9e8::/35,de,Connected,Yes,52.4415,13.4395,-,0,0
858,13086,62.214.70.46,8881,62.214.0.0/16,2001:1438:2009:c129:a2f3:c1ff:fec4:4772,8881,2001:1438::/32,de,Connected,Yes,49.5805,11.0215,Student Dorm HaWo,0,0
859,13106,176.199.211.7,3209,176.199.0.0/16,2a02:8071:886:c520:a2f3:c1ff:fec4:3a96,3209,2a02:8071::/32,de,Connected,Yes,49.3905,8.7875,-,0,0
864,13190,185.16.196.0,203520,185.16.196.0/24,2a03:dfc0:0:ca:a2f3:c1ff:fec4:5752,203520,2a03:dfc0::/48,de,Connected,Yes,50.0775,8.6315,-,0,0
866,13198,91.207.16.58,48344,91.207.16.0/24,2001:67c:140:140f::2,48344,2001:67c:140::/48,de,Connected,Yes,50.1015,8.6315,-,0,0
867,13201,91.3.145.150,3320,91.0.0.0/10,2003:d1:6f12:2700:a2f3:c1ff:fec4:5b34,3320,2003::/19,de,Connected,Yes,54.3075,10.1175,-,0,0
871,13267,217.144.137.126,15987,217.144.128.0/20,2a02:a00::fffd:0:0:126,15987,2a02:a00::/34,de,Connected,Yes,51.2605,7.1505,Portunity - Datacenter Wuppert,0,0
873,13314,87.147.55.211,3320,87.128.0.0/10,2003:d0:af15:c100:a2f3:c1ff:fec4:5bc1,3320,2003::/19,de,Connected,Yes,50.7695,12.0575,Homebase Weida,0,0
880,13430,185.35.216.50,198726,185.35.216.0/22,2a07:6fc0:6:20:a2f3:c1ff:fec4:5ad0,34549,2a07:6fc0::/29,de,Connected,Yes,51.1275,6.9585,NevaKee.de - AS198726 v4 - AS3,0,0
885,13477,131.173.17.239,680,131.173.0.0/16,2001:638:508:100::83ad:11ef,680,2001:638::/32,de,Connected,Yes,52.2805,8.0305,-,0,0
886,13488,217.225.245.68,3320,217.224.0.0/11,2003:c0:1705:c200:a2f3:c1ff:fec4:507f,3320,2003::/19,de,Connected,Yes,49.3415,11.0115,-,0,0
896,13646,193.25.173.99,29551,193.25.173.0/24,2a01:440:1::1:dead,29551,2a01:440::/29,de,Connected,Yes,50.1105,8.7395,@AIXIT,0,0
899,13662,79.219.38.96,3320,79.192.0.0/10,2003:c1:d721:ad00:a2f3:c1ff:fec4:6461,3320,2003::/19,de,Connected,Yes,51.6385,8.5105,Telekom VDSL 100 Geseke,0,0
900,13677,95.222.232.63,3209,95.222.0.0/16,-,-,-,de,Connected,Yes,51.7205,8.7605,Beck's UnityMedia 300/10 Mbit/,0,0
904,13939,46.16.72.9,51862,46.16.72.0/21,2a02:2478:1:10::9,51862,2a02:2478::/32,de,Disconnected,Yes,49.0015,8.4585,atlas1.fkb.profitbricks.net,2657317,30
906,13955,185.144.92.211,211417,185.144.92.0/22,2a03:a920:1000:1005:fa1a:67ff:fe4d:7663,211417,2a03:a920::/32,de,Connected,Yes,49.3895,8.6695,"Heidelberg, Germany",0,0
908,13972,81.3.3.98,24679,81.3.0.0/18,2a02:790:1:e::2,24679,2a02:790::/32,de,Connected,Yes,52.3285,9.7805,AS24679,0,0
915,14091,185.41.106.82,199938,185.41.106.0/24,2a01:55e0:0:2:6666:b3ff:feb0:dc84,199938,2a01:55e0::/29,de,Connected,Yes,53.5475,10.0415,Netzwerge GmbH DCHAM,0,0
916,14111,109.90.179.1,3209,109.90.0.0/16,-,-,-,de,Connected,Yes,51.2175,6.7675,-,0,0
917,14139,79.226.91.35,3320,79.192.0.0/10,2003:de:2704:1600:6666:b3ff:feb0:ef52,3320,2003::/19,de,Connected,Yes,50.2215,8.6285,@home Telekom 100/40,0,0
918,14149,91.20.97.5,3320,91.0.0.0/10,2003:dc:3f30:d600:6666:b3ff:feb0:b16a,3320,2003::/19,de,Disconnected,Yes,52.2115,9.0195,VDSL100 via AS3320,470936,5
922,14216,130.185.1.129,12611,130.185.0.0/18,-,-,-,de,Connected,Yes,49.0105,12.1175,Binary Kitchen e.V.,0,0
930,14294,94.114.14.52,3209,94.114.0.0/16,2a02:908:fbd1:efc3:6666:b3ff:feb0:dd44,3209,2a02:908:8000::/33,de,Connected,Yes,51.4995,7.5515,-,0,0
936,14332,90.187.0.245,3209,90.187.0.0/16,2a02:8106:0:6900:6666:b3ff:feb0:e118,3209,2a02:8100::/27,de,Disconnected,Yes,52.4485,13.1285,jwd (Vodafone Kabel),2805492,32
941,14369,78.55.6.233,6805,78.48.0.0/13,2a01:c23:6513:5800:6666:b3ff:feb0:f27a,6805,2a01:c00::/26,de,Connected,Yes,52.5315,13.3505,turm11,0,0
942,14377,158.181.79.111,20880,158.181.76.0/22,2a02:2454:7d5f:e901:6666:b3ff:feb0:f27e,20880,2a02:2454::/33,de,Connected,Yes,52.5605,13.4505,schmohl4,0,0
945,14502,-,-,-,2a01:c22:ade2:3a01:6666:b3ff:feb0:ec92,6805,2a01:c00::/26,de,Connected,Yes,52.4085,13.4975,"O2 VDSL, Berlin-Rudow, German",0,0
949,14521,88.150.57.68,43341,88.150.0.0/17,2a0c:d242:3519:5800:6666:b3ff:feb0:de74,43341,2a0c:d240::/29,de,Connected,Yes,52.1075,11.6385,benthor,0,0
950,14525,62.153.5.124,3320,62.153.0.0/16,2003:c8:3712:6400:6666:b3ff:feb0:e2bc,3320,2003::/19,de,Connected,Yes,49.8995,11.0285,Melkendorf,0,0
952,14529,87.151.169.119,3320,87.128.0.0/10,2003:f7:9f05:4800:6666:b3ff:feb0:ef6c,3320,2003::/19,de,Connected,Yes,48.8615,9.1785,"Rince @ Kornwestheim, T-Kom Fi",0,0
954,14596,93.243.205.142,3320,93.192.0.0/10,2003:6:237e:7c67:6666:b3ff:feb0:e022,3320,2003::/19,de,Connected,Yes,52.5305,13.3315,-,0,0
956,14598,92.192.69.89,20676,92.192.0.0/13,-,-,-,de,Connected,Yes,50.7815,8.8115,FTTH connection at 'Stadtwerke,0,0
959,14618,91.12.101.146,3320,91.0.0.0/10,2003:cb:c729:9300:6666:b3ff:feb0:b0c6,3320,2003::/19,de,Connected,Yes,48.1515,11.5375,DE - Munich-Neuhausen (Telekom,0,0
963,14667,91.14.103.120,3320,91.0.0.0/10,-,-,-,de,Connected,Yes,53.5405,10.1705,112server.de,0,0
966,14685,79.253.119.21,3320,79.192.0.0/10,2003:f1:b73b:bb02:6666:b3ff:feb0:f304,3320,2003::/19,de,Connected,Yes,49.6395,12.0415,Basler,0,0
967,14694,80.142.137.23,3320,80.128.0.0/12,2003:e9:770e:9e00:6666:b3ff:feb0:e106,3320,2003::/19,de,Connected,Yes,52.5895,13.4315,teh dude's one,0,0
969,14719,93.241.83.237,3320,93.192.0.0/10,2003:a:2713:ed00:6666:b3ff:feb0:e806,3320,2003::/19,de,Connected,Yes,48.6115,11.7475,Mainburg,0,0
978,14803,87.123.20.165,8881,87.123.0.0/19,2001:9e8:69e4:1500:6666:b3ff:feb0:ad30,8881,2001:9e8:6000::/35,de,Connected,Yes,52.2785,10.5175,Stratum 0,0,0
981,14894,80.130.149.1,3320,80.128.0.0/12,2003:f1:cf0a:2c2:6666:b3ff:feb0:dee0,3320,2003::/19,de,Connected,Yes,50.8295,12.9415,ChCh,0,0
982,14895,212.3.65.45,24637,212.3.64.0/19,2a02:3033:b:1780:6666:b3ff:feb0:ecf6,6805,2a02:3000::/23,de,Connected,Yes,51.9395,7.6415,warpzone e.V. RIPE-Atlas v3,0,0
988,15049,95.223.75.28,3209,95.223.0.0/16,2a02:908:1e0:b600:6666:b3ff:feb0:ce36,3209,2a02:908::/33,de,Connected,Yes,50.1315,8.6895,gdr-probe,0,0
990,15087,77.20.26.67,3209,77.20.0.0/14,2a02:8108:96c0:21d8:6666:b3ff:feb0:d72a,3209,2a02:8100::/27,de,Connected,Yes,51.5005,9.7515,-,0,0
993,15128,87.173.54.220,3320,87.128.0.0/10,2003:ca:1f16:ccd0:6666:b3ff:fec5:1444,3320,2003::/19,de,Connected,Yes,49.4515,10.9185,-,0,0
995,15143,84.147.198.204,3320,84.128.0.0/10,-,-,-,de,Disconnected,Yes,50.5085,7.2895,atlas.breisig.,1812544,20
996,15146,79.245.158.234,3320,79.192.0.0/10,2003:cb:b70a:7c00:6666:b3ff:fec5:1166,3320,2003::/19,de,Connected,Yes,49.4805,8.4695,-,0,0
